age,failures,Medu,absences,G2,sex_M,higher_yes,intercept
0.2555862438459197,-0.4914057316454813,0.3118461991774359,0.017933662999090574,1.0179141999454582,-0.23053800822342135,1.4852044020215247,-6.452818237006884
0.36907066535114763,-1.0107131482310956,0.04580351641490505,0.05708476494795668,1.0052661031010865,0.34872447050901545,-0.1567091349978733,-6.329219689815114
0.1043183128074368,-0.6479918629394893,0.26546044125076873,0.04236378172640642,0.9886878743712746,0.4655869500026191,0.4559376620924799,-3.148896613718227
-0.00018501071789926715,-0.9112346415671376,-0.11310633139077651,0.0631288053744174,1.0406388852269244,0.1424875713947476,0.8469255993775411,-0.9481183648572291
-0.07481860566167747,-0.4922364798096133,0.010958030327642736,0.05715866014497121,1.0767524250190128,0.22567595925720907,0.7145516582093021,-0.7207923349178741
-0.0014065544409668437,-0.3225247881999367,-0.10984880172914033,0.033040527818676446,1.0244124813569457,0.578172816802091,0.2633138072883779,-0.7789504702211771
-0.08874772728029956,-0.923601004749003,-0.020478567341691276,0.0551767239124859,0.9496986821481613,0.164577006706433,0.7948658377055202,1.1845433864871926
0.19402610167483203,-0.43437430081764233,0.23858875235187096,0.060117884454431135,1.0683167929991892,0.8053622060912196,-0.07125077697539554,-5.182408773289583
0.09547062827622735,-0.6750549476386211,-0.04279132886833717,0.04772565771357809,1.057485204408581,0.18977191266979376,0.25519840316735704,-2.5469499409466367
-0.004356035929906091,-0.8888738218683744,0.15321934925177955,0.07886190238752333,1.0696757566012312,0.2979719704519632,0.9813436837859164,-2.18374272110594
0.23313037127301206,-0.7611343299809321,-0.05054620122823167,0.03483443724271716,1.055828422072661,0.11042802925559764,0.6602283219594471,-5.302396081649044
0.1873368926595943,-1.2260135488465418,0.10320988593105618,0.04421138817735831,0.9972253894517179,0.4444523208979192,-0.11446422718675986,-3.247420248951828
0.0418182439574533,-0.8947572590754467,0.39820066018476885,0.04811628938895273,0.9455193878278998,0.020185222054248664,-0.4413358249759294,-0.7968785123865845
0.1895593063717025,-1.1905519950812264,-0.03720576944750309,0.03832138653219479,0.8473032337892054,0.5085238486681606,-0.018113436028539043,-1.5962793843164615
0.06376603703019736,-0.7099648352854075,0.2406375680442463,0.018875590701980558,0.8995048947748746,0.22986356145359502,0.8389532962093675,-1.5169363559194196
-0.13802002187372814,-0.7001836377344294,0.1311838216531202,0.029412306620384323,1.0258891321591956,0.49313179662277884,0.8554894921660827,0.7115464542863204
-0.0899345161857233,-1.1893165540479211,0.39465003273051596,0.047633575836657616,0.4173844707969143,1.3839221420703747,1.238663602722516,4.794452884253797
0.15062600999425418,-0.9910038771538292,0.23370286903354767,0.015548094803348567,0.8790555675839073,-0.047649332853953896,0.07112148536287566,-1.67498891594933
0.12721528724312442,-0.8146797019277839,0.17452373537687155,0.0355197826758802,0.9596177886213274,0.1878200947269203,0.5284043299534789,-2.894462148099074
-0.02339301794694413,-0.5834666979160965,-0.0050418534610047055,0.057707984357520864,1.0187117917132018,0.24141095095955503,0.02456978384749256,-0.3542172752566186
0.014982459842403196,-0.5506971081298625,0.2534246280496616,0.044626411478848785,1.0078103016939857,0.02094818028896933,-0.19440715657647556,-1.0576218016496184
0.21380649908000038,-0.8257183853594549,0.39664863504520953,0.03367431800298218,1.0065057141938551,0.4103951794279983,-0.2910201874338838,-4.769036827193672
0.2392336506644513,-1.2095986838949573,-0.2911776063098122,0.07462146213506413,0.8037076073764202,0.5024038506867471,0.44337495922857306,-1.912243248927593
0.2541910805504664,-0.7356628423882959,0.14100277012129853,0.036230800696998994,0.9057615197215045,0.638100789714098,0.2574395235224935,-4.356735624664568
-0.045479439046350364,-0.7984629530109472,0.1477675023928274,0.033710830158730616,0.9300148468085208,0.2600630191887269,1.309573560486199,-0.03195843882309468
0.06768468695978125,-0.7659599359738463,0.13380745264441987,0.042860979030520316,0.9451011762158184,0.7958281446850007,0.8877231849128584,-2.170261689767097
-0.14707657314594325,-0.3684731293888866,0.22830285201555844,0.04703958313191797,0.9958993301737775,0.7062529177659362,1.4126129879154703,-0.1517444328943771
-0.07767959762045068,-1.4694275821608342,0.5406062939554098,0.021630861214664676,0.23927362606275374,0.9327006044315507,-0.4405985337710423,8.02313496314017
0.10929471534415325,-0.7703065332763954,-0.18872811484987617,0.059095563930354866,1.0763068804086722,0.3676747623466855,0.28403700279977445,-2.6843495080776467
0.20375689113103007,-0.8564207474915432,0.07138719548089888,0.04859942415817457,1.051915586668387,0.08838855522717182,0.6845235263587895,-5.275716428862014
-0.2216205341286137,-0.6430849612796745,-0.26427013504523195,0.058057694577730995,1.0076036246270255,0.43865831412395956,0.2577577304642892,3.6182929003086044
0.2181779628749158,-1.024826928466777,0.27585867366219285,0.02848951341370306,0.5977870784618189,0.4276003692126987,1.3379933635930807,-1.552363343033802
0.13235049841983731,-0.6908679143310129,0.1547329402084044,0.04831304809066395,0.9866199725639705,0.40452614716073426,0.4377003916715863,-3.2189690940346356
0.178123485724338,-0.7164937580842659,-0.037064624402382854,0.0353716888249037,1.004078929486912,0.30512356584438993,-0.005268174213136856,-3.2713916997808754
-0.15704860999352455,-1.3858446484025642,0.302974182468196,0.06152591864404179,0.5464909760438046,0.47608579772326026,0.0742883619343449,6.222745097754329
0.19798502758204709,-0.600571487204073,0.04063128268671433,0.04756644298010461,0.9607380058216066,0.5195912736533219,0.7672019539869268,-4.120280202322993
-0.28085339750326993,-1.195053782561363,0.2974702389705663,0.07988169938099074,0.676587407398423,-0.20486681898079462,0.10347379550985547,6.941546515301557
0.12664545760560056,-0.5038061195595818,0.11666847143706185,0.041492239432735716,1.0136099813311397,0.64339741194961,0.25455374046149126,-3.1527512752033595
-0.11370070311352315,-0.7044958693028457,0.13174722127017624,0.05194146507476504,0.9670161223185535,0.6383065218804349,0.5879095557672597,0.9466082413341703
