intercept,age,sex_M,failures,higher_yes,Medu,absences,G2
-4.32060761130581,0.19309745339948767,0.5712436042130417,-0.6109648534080955,0.9071950057099198,0.03070371803574734,0.01144176791909276,0.9787726795966475
3.9774992585549453,-0.15274653075116973,0.12782511556511644,-0.6545500414292504,-1.1080246199534367,0.09266696357744206,0.016752733192252487,0.9439537844488881
3.129298860168527,-0.11107771635389627,0.5490572442673965,-1.0832332909467155,-0.008236449673060656,0.3219773659887114,0.03838120908302565,0.7648827217462081
2.2061189425334846,-0.18015767454316078,0.5530513964444393,-0.7637458689920118,-0.23129995042864177,0.32621411610314766,0.044743640822003466,0.9776536622732259
0.2683708314560369,-0.05699625379320221,0.5590408149750656,-0.5685186457495738,0.8161729807779534,0.03873171496224277,0.04376324988466456,0.9257371869127626
-0.26600789330326485,0.014476956798906808,0.41374691377932654,-0.4666728929114894,0.8849028004585452,0.21736456301089582,0.049253269488679634,0.8199102681836256
3.603683547476453,-0.11121905140309199,0.10084869185364512,-0.7930835446356711,-0.6419640710853538,0.15437001859205607,0.04246237731149966,0.8260652428103394
1.0431760504871228,-0.03303174200496993,-0.22829903812105456,-0.4381498377537244,0.6932788791212688,0.06895550779645218,0.07616477338472355,0.8735860566850648
3.065843207195689,-0.09459273573358176,0.07018885128501706,-0.8997295817893838,-0.7852443460954746,0.05900411773838932,0.03152991489908248,0.8931264034115334
0.2035061755904084,0.03691923731695913,-0.0407333631639763,-1.1457171840424694,-0.15657781578365865,0.18755369391420063,0.07143170760996827,0.8798492073892812
3.399094871656578,-0.09801565903343876,0.04353187493897015,-0.8801151963354696,-0.291755397119707,0.15013600201342853,0.004359222166824545,0.8305063848339586
2.001988301423993,-0.07119358295623261,-0.008315471323191381,-0.7304656174431517,-0.6410404254922781,0.1405651746804995,0.03186393521369518,0.9562821460639924
1.8770205441231687,-0.12096230903333755,0.27357426358639775,-0.6251928158377683,1.076098043888299,-0.2433063467982004,0.08463743641244797,0.941327694621511
3.5850091358034417,-0.17211931552067972,0.007201564606647726,-0.5058508232955483,-1.1761463993461903,0.421839297378856,0.041438563016778764,0.8849441405629773
-0.5096875396549214,0.020946000157725922,0.9046784825861103,-0.7612770619304482,0.22364669570444407,0.25881146505232755,0.009476833779189772,0.8939838843751714
1.0056441754718959,-0.01096590542832833,-0.1292046522926943,-0.8174970036316025,0.11054535463635926,0.16316544843243352,0.039690396732028434,0.8668353821968837
0.34170123758477233,-0.07612857986530526,0.7390504958450363,-0.7028757335414845,1.4506736140840069,0.4291778936377407,-0.01754343753426829,0.8215180992050934
0.07141418086596474,0.025396566042883734,-0.020523941354031572,-0.769075295544697,-0.3757368940434088,0.17878378001596051,0.02521941779264679,0.9421002091841577
0.698478711512054,-0.014361988161559626,1.031616692910696,-0.94654422200941,-0.33457258708842674,0.18339391545972494,0.024936607987086478,0.8725462544665832
1.5620401803293926,-0.09603067174267585,0.6383019983226295,-0.767057975092014,-0.20089102455651486,0.36791291666281933,0.016340671442523904,0.9214698188218831
4.603767298346036,-0.24075272583889595,0.34140129070888225,-0.7434111709069159,0.11465039076957076,0.15820327715642032,0.00902501988950681,0.8781808222856528
1.3873452302697704,0.03664952591518528,0.33947590087796026,-0.9138639195231429,-0.02992782115452236,0.2336964496306067,0.024545168130845365,0.7469878063935107
-1.470970066790458,0.0885223258225431,0.5663647000376736,-0.6955448581725157,0.8469113944492638,0.15955033755519185,0.051501926346704446,0.8426152240656614
-0.28048116871667095,0.0693793953547248,0.13300188947255037,-0.8819892173390691,-1.0067331887683852,0.07243357449032839,0.0583631351482331,0.9538253851152528
0.9897027744151066,-0.01100651085727189,0.36851309683968697,-0.5284954807266511,0.4969230357362778,0.03247526760289643,0.006624996794723628,0.848876766825145
1.3860395883230034,0.04368432578833503,0.08341668292944815,-1.0446380472870602,-0.7025182215904018,0.26508835542975273,0.0072241896481230715,0.8011999563697861
0.7390757632181673,-0.012590363716790412,0.49721738679890093,-0.7049560395844569,-0.049808475311968886,0.04425272233339131,0.04027209968213864,0.9391882777892215
1.2271238851840454,-0.09991674132074163,0.5984147867580488,-0.40323894671744975,0.6007414308286106,0.12295429198152098,0.06974399695663791,0.8943878858876113
1.3937996665847907,-0.05385833020404625,0.6296206407127717,-1.0503497485590851,0.3750679700446648,0.2564229062430678,0.020226864901173897,0.8225206413361386
4.646907146405336,-0.1897952607305366,0.3523269963844951,-0.7747235131971708,-0.3392294601438887,0.07562776545680565,-0.022844096350338017,0.883989779017507
2.931813535096487,-0.1273778547247013,0.7923950879371344,-0.9173665094090125,0.009588169281889491,0.05004897034118018,0.018161275505885126,0.8710434403290183
4.3428367681766655,-0.18390478942597765,0.29658599675274966,-0.8458907264906089,-0.31235156481799287,0.13650013330294444,0.03538749456524021,0.8441953539270314
0.9029458086612685,0.023590327218611797,0.45583852880445325,-0.816027621427061,-0.9042688432193112,0.060410335765150994,0.02632173517188548,0.9216449195069658
-2.909232467413076,0.17587588832504195,0.9330558995116631,-0.9216718446766677,0.5054422023861269,0.35617735130004624,0.03928324069074379,0.8063203739752489
0.888195721043253,0.01163682679607217,0.6192432258566472,-1.0567172730907672,0.46665186815062687,0.047875784856757114,0.016263117531205067,0.8204206577383494
1.2284606115761845,-0.04417136325099609,0.4170200494734128,-0.8713308589041828,-0.6237015949672681,0.2880868638348755,0.030834406094648402,0.9219556156789348
-1.1076142634879855,0.09111896616924867,0.13854147733062783,-1.1043963886741004,0.2187077157206868,-0.0014263755075928364,0.03027851779870583,0.9472678620404479
3.120041195089401,-0.12833926305655047,0.3256984608279866,-0.6227260735862578,-1.3240576305557505,0.2809166139845937,0.01160919462004895,0.9514345836916014
4.850598005278661,-0.19408180514333512,0.18907939878539315,-0.9361350087878136,0.41348753954636364,0.06239461734358404,0.0297395261748427,0.78865094450492
4.4838625115594475,-0.2216860543295276,-0.05867835250448916,-0.7944647812261361,-0.49881553981762544,-0.05780828650952366,0.03399960785259727,0.9712702645903424
-0.28394035414738505,-0.07068204673637914,0.33635972390195384,-0.6635324233021687,0.9384712929378193,0.36134327610086125,0.03808472817301694,0.9293665387420134
1.5541330894489165,-0.1472343416251778,0.10367612371390944,-0.007158341166471738,0.5667155881573962,0.287633261335878,0.06771307304081002,0.9115568985682749
1.319022976591544,0.00648401783075038,0.8772062495563652,-0.9336741413940142,0.5409066447322284,-0.2644713682019797,0.02466088151104855,0.8354031718281215
0.5733987631883084,-0.0415791917856828,0.1320586469736199,-0.5514215156079462,0.17737512668348215,0.4442494343687831,0.016380241858116765,0.85498811706217
3.8486288157676354,-0.20054143186191975,-0.7504186361701065,-0.5874899379214125,-0.24756632266932252,0.1189611420092937,0.01038568512137663,0.9715819804380879
-0.8334103015416479,0.06799224146205941,0.8269689187877589,-0.6906976402894951,-0.00939666220250733,0.3137970690468718,0.04214908959324514,0.8373922040495615
