,beta_age,beta_failures,beta_Medu,beta_absences,beta_G2,beta_sex_M,beta_higher_yes,beta_intercept,missing_higher_yes_0,missing_higher_yes_1,missing_higher_yes_2,missing_higher_yes_3,missing_higher_yes_4,missing_higher_yes_5,missing_higher_yes_6,missing_higher_yes_7,missing_higher_yes_8,missing_higher_yes_9,missing_higher_yes_10,missing_higher_yes_11,missing_higher_yes_12,missing_higher_yes_13,missing_higher_yes_14,missing_higher_yes_15,missing_higher_yes_16,missing_higher_yes_17,missing_G2_0,missing_G2_1,missing_G2_2,missing_G2_3,missing_G2_4,missing_G2_5,missing_G2_6,missing_G2_7,missing_G2_8,missing_G2_9,missing_G2_10,missing_G2_11,missing_G2_12,missing_G2_13,missing_G2_14,missing_G2_15,missing_G2_16,missing_G2_17,alpha_0,alpha_1,gamma_0,gamma_1,sigmas2,eta2
0,0.008824743547115516,-0.8984564677201429,0.4409509436294849,0.034409894071758866,0.9142158980741808,0.5802836203970324,-1.0665602384089152,-0.013870794619085913,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.13431047003362,21.816259708059388,10.504826047423473,11.627564213517633,9.068068346472318,10.817499319753338,9.321328936171573,13.371847179117646,10.220940045920349,2.906131202528141,8.089631835657777,3.8326000001700846,8.171145361657754,11.38657322137013,5.2579690500081995,11.711517352060927,6.630992676783402,12.093831161700695,1.2851307673864645,-0.022499476651970534,17.496745883738008,-0.3959109231997029,6.675093486353887,23.67136578400066
1,0.21000703880014393,-0.4748381767780081,0.10087307162203579,0.05294582114572531,0.98101925883757,0.4789313861664225,0.27575120402848874,-4.32439825244593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,8.682985585240266,3.470043830961851,4.78281041126427,12.045084685290881,4.778723409979816,12.559635739245863,-0.7406060774468806,6.0740430987361425,0.3029115607781314,10.446729055940366,8.610342080472051,4.497250727275145,8.934986297887061,4.874713314154305,8.904578938011786,9.679970946292395,12.40794267306309,8.344596725042896,1.3316077148965384,-0.02351761035896588,18.24147666221721,-0.4605297250924788,5.760378296111893,17.721447918151206
2,-0.08715322268229975,-0.4732462688850421,0.2430959732771235,0.03997573769588787,0.885554364349617,0.29095159869753795,0.06657762834717236,1.513504033955009,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.704518755316711,8.490129516325647,12.125869904040163,6.313831839493449,15.718394807100253,10.492491592658343,9.747181352131184,8.455323510313173,10.196947162532975,4.342595007549341,4.567464317013443,15.957746040463146,9.604103459540026,12.668791503857978,5.784997738477785,5.869373349056034,13.546266436668418,8.445224894303397,1.6582132716361628,-0.044036238192215735,16.608962350651,-0.35964220165846683,7.274806082808446,19.82160073687978
3,-0.1259320486474848,-0.5997793771037648,0.06467915031196064,0.05438759404352649,1.0566751697756198,-0.01335761239792238,-0.8810252440589597,1.906963324306634,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,18.313330913787013,-3.0227632487108025,2.4143779500163456,0.8832753540513814,7.278722852697092,14.851140500024766,8.9708814520307,10.880680585330248,5.820783508097187,5.737000504359692,7.306224255674144,14.793884834871658,7.548161596330704,11.861250726418888,-0.2792549396422377,16.555791240677777,7.104006753612554,2.539668416832434,1.295738093590849,-0.01834340931054237,18.37411476669605,-0.4653729275019739,5.287576923568,22.813776137812887
4,-0.001350595289731235,-0.36728594660432906,0.05691449296738116,0.05757832749714313,0.997686376720287,-0.12799659896876053,-0.5844650512143124,0.4556960605416771,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.418120066096282,7.265719720047871,10.32458055220828,11.099721922260919,8.610750239103638,10.016840036607931,3.3681219912998577,8.628761657619446,2.8630035577086987,6.424451907357853,5.5420580857103925,9.242666677660456,3.2551375113852394,6.8878053045934475,12.329357994642319,11.304741805206493,3.3366738165020404,9.794476835345458,1.2998291542054745,-0.02502088716322257,21.021530576429015,-0.6399620316403662,6.664662603324145,20.98939769446023
5,0.020191762439096702,-0.8307596653716356,0.020071962347175704,0.08189743770404138,0.8637368137664557,0.40495905823712713,1.1556363719580065,-0.6337879199015612,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,8.753613396001018,9.78903724736262,10.448855957218129,18.48557549331844,4.311867129278643,7.5686118452444315,9.097081217441026,4.985829725686652,7.716098517155775,9.62023296394858,14.483304479669403,11.030078298502069,2.810471980457618,8.167851575552666,16.63370670648401,16.52425018585714,12.776002758314716,5.246427218391014,-0.36248657594311773,0.07568497913843551,20.33375206497975,-0.5890213224712991,6.028061390046883,20.032838314262733
6,0.09111343148723441,-0.8666159465610871,0.1897734085155006,0.05495040353807357,0.897243413778934,0.21612722571359078,-0.38602555570406727,-0.8885375394800761,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.1817381599559,-0.6062386989573678,14.690441477744084,8.220910961292901,2.0444913561010205,13.234828934296914,9.061061480690874,11.207445721095882,6.459477002376485,15.989918318087678,14.085337352843315,6.139774320202352,8.97304021138123,16.25057537106988,9.779340224405438,5.837238181297663,8.227323809227512,1.9723357039336795,1.7501129153512307,-0.05047915914664147,17.025205381872944,-0.3805746552941185,5.474980516846981,20.648698616672398
7,0.03433862800022902,-0.5799539587505175,-0.042616903104255505,0.03675199384493731,0.962274182150763,0.26645401048362966,0.5252879108830015,-1.0289007410841997,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.911755223187358,4.018917630941919,10.656851752543128,13.083029508418223,6.679666790164649,13.014004956712142,6.5067315551611795,14.131116862878688,8.669747045546721,5.5381327019484825,10.710708871940659,13.860701426180231,8.111351629323815,4.967921308326653,11.800709835351011,9.423026133493943,7.338987472507441,11.827131060354912,0.9856422757896632,-0.004401012030593808,22.06151265898962,-0.6910252147377881,6.710966228878063,21.048780315461723
8,-0.00028257388976712233,-0.37352562456739513,0.23910818997605382,0.025462756564225558,1.0281882001452798,-0.06358756950169892,0.6914479552700195,-1.7483238582968608,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.442307332776739,9.80990820004201,11.33644929510944,1.6599147474268179,7.620452191861884,-1.821263855659529,20.374261736802353,9.38811647676528,17.39493781206022,8.008102544412461,7.871104885248615,18.0368572912022,5.118388498454322,11.22064296952112,13.024730405970079,15.636936003751565,16.473443254503756,2.465230329565159,0.74645430017512,0.01042679339354853,24.79463658696183,-0.8408827662280769,4.819200742801015,25.455010553564115
9,-0.12771674760509086,-0.4945012375556256,-0.17348390398552,0.08274372934021149,0.9463503791484393,0.11462647307413798,0.02268243426846911,2.648629805013356,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.6847802255939257,14.015655769482114,9.807826078384409,4.62131481632789,10.400106098127619,12.788738244244175,15.410688108472327,9.913444745099431,10.24357741677226,9.25549736942472,7.980264932593,13.508518469058206,9.255631909285416,13.326539161009102,11.582040319665229,3.1741255616866306,4.88729318134523,10.768435888564655,1.7313713437911762,-0.04851563847068035,13.679756570500775,-0.1990580913515687,5.694578034520529,21.10639830095856
